start,end,duration,startyr,endyr,midyr,midwateryr,endwateryr,group,tmin,dew,end.humid,end.wind,end.tempmin,end.water,water.mean,end.perim,mid.perim
11/15/2013,11/21/2013,6,2013,2013,2013,2014,2014,CH,8.385714286,2.171428571,37,3.2,18.9,64.21723824,66.33660773,17.29166667,17.29166667
11/15/2013,11/21/2013,6,2013,2013,2013,2014,2014,MA,8.385714286,2.171428571,37,3.2,18.9,100,100,7.461538462,7.461538462
11/15/2013,11/21/2013,6,2013,2013,2013,2014,2014,RN,8.385714286,2.171428571,37,3.2,18.9,92.18250457,92.18250457,6.388888889,6.388888889
11/15/2013,11/21/2013,6,2013,2013,2013,2014,2014,WHL,9.314285714,2.971428571,37,3.2,18.9,57.99878109,53.66188945,7.607142857,7.607142857
11/15/2013,11/21/2013,6,2013,2013,2013,2014,2014,WHM,9.314285714,2.971428571,37,3.2,18.9,43.41940825,37.36506954,7.782608696,7.782608696
11/15/2013,11/21/2013,6,2013,2013,2013,2014,2014,WHU,9.314285714,2.971428571,37,3.2,18.9,81.55361764,79.39585287,5.868421053,5.868421053
11/21/2013,12/6/2013,15,2013,2013,2013,2014,2014,CH,4.7,-1.03125,37,2,11.1,77.29378873,70.75551348,17.29166667,17.29166667
11/21/2013,12/6/2013,15,2013,2013,2013,2014,2014,MA,4.7,-1.03125,37,2,11.1,100,100,7.461538462,7.461538462
11/21/2013,12/6/2013,15,2013,2013,2013,2014,2014,RN,4.7,-1.03125,37,2,11.1,92.18250457,92.18250457,6.388888889,6.388888889
11/21/2013,12/6/2013,15,2013,2013,2013,2014,2014,WHL,5.425,0.28125,37,2,11.1,79.68323925,68.84101017,7.607142857,7.607142857
11/21/2013,12/6/2013,15,2013,2013,2013,2014,2014,WHM,5.425,0.28125,37,2,11.1,73.69110179,58.55525502,7.782608696,7.782608696
11/21/2013,12/6/2013,15,2013,2013,2013,2014,2014,WHU,5.425,0.28125,37,2,11.1,92.34244151,86.94802958,5.868421053,5.868421053
12/6/2013,12/13/2013,7,2013,2013,2013,2014,2014,CH,-0.2625,-6.15,39,3.6,12.7,73.50033159,75.39706016,17.29166667,17.29166667
12/6/2013,12/13/2013,7,2013,2013,2013,2014,2014,MA,-0.2625,-6.15,39,3.6,12.7,100,100,7.461538462,7.461538462
12/6/2013,12/13/2013,7,2013,2013,2013,2014,2014,RN,-0.2625,-6.15,39,3.6,12.7,92.18250457,92.18250457,6.388888889,6.388888889
12/6/2013,12/13/2013,7,2013,2013,2013,2014,2014,WHL,0.55,-4.725,39,3.6,12.7,89.80265306,84.74294616,7.607142857,7.607142857
12/6/2013,12/13/2013,7,2013,2013,2013,2014,2014,WHM,0.55,-4.725,39,3.6,12.7,87.8178921,80.75449695,7.782608696,7.782608696
12/6/2013,12/13/2013,7,2013,2013,2013,2014,2014,WHU,0.55,-4.725,39,3.6,12.7,97.37722598,94.85983374,5.868421053,5.868421053
12/13/2013,12/16/2013,3,2013,2013,2013,2014,2014,CH,2.325,-5.8,30.33333333,2.4,17,72.00667401,72.7535028,17.29166667,17.29166667
12/13/2013,12/16/2013,3,2013,2013,2013,2014,2014,MA,2.325,-5.8,30.33333333,2.4,17,100,100,7.461538462,7.461538462
12/13/2013,12/16/2013,3,2013,2013,2013,2014,2014,RN,2.325,-5.8,30.33333333,2.4,17,92.18250457,92.18250457,6.388888889,6.388888889
12/13/2013,12/16/2013,3,2013,2013,2013,2014,2014,WHL,2.8,-4.275,30.33333333,2.4,17,94.13954469,91.97109888,7.607142857,7.607142857
12/13/2013,12/16/2013,3,2013,2013,2013,2014,2014,WHM,2.8,-4.275,30.33333333,2.4,17,93.87223081,90.84506146,7.782608696,7.782608696
12/13/2013,12/16/2013,3,2013,2013,2013,2014,2014,WHU,2.8,-4.275,30.33333333,2.4,17,99.53499075,98.45610837,5.868421053,5.868421053
12/16/2013,12/19/2013,3,2013,2013,2013,2014,2014,CH,7.275,-9.475,27,4.2,13.8,70.51301643,71.25984522,17.29166667,17.29166667
12/16/2013,12/19/2013,3,2013,2013,2013,2014,2014,MA,7.275,-9.475,27,4.2,13.8,100,100,7.461538462,7.461538462
12/16/2013,12/19/2013,3,2013,2013,2013,2014,2014,RN,7.275,-9.475,27,4.2,13.8,92.18250457,92.18250457,6.388888889,6.388888889
12/16/2013,12/19/2013,3,2013,2013,2013,2014,2014,WHL,7.4,-7.575,27,4.2,13.8,94.23470069,94.18712269,7.607142857,7.607142857
12/16/2013,12/19/2013,3,2013,2013,2013,2014,2014,WHM,7.4,-7.575,27,4.2,13.8,93.79680125,93.83451603,7.782608696,7.782608696
12/16/2013,12/19/2013,3,2013,2013,2013,2014,2014,WHU,7.4,-7.575,27,4.2,13.8,99.37030569,99.45264822,5.868421053,5.868421053
12/19/2013,1/3/2014,15,2013,2014,2013,2014,2014,CH,3.1375,-7.36875,32.5,2.7,14.8,72.79515115,71.65408379,17.29166667,17.29166667
12/19/2013,1/3/2014,15,2013,2014,2013,2014,2014,MA,3.1375,-7.36875,32.5,2.7,14.8,100,100,7.461538462,7.461538462
12/19/2013,1/3/2014,15,2013,2014,2013,2014,2014,RN,3.1375,-7.36875,32.5,2.7,14.8,92.18250457,92.18250457,6.388888889,6.388888889
12/19/2013,1/3/2014,15,2013,2014,2013,2014,2014,WHL,3.45625,-5.60625,32.5,2.7,14.8,94.71048067,94.47259068,7.607142857,7.607142857
12/19/2013,1/3/2014,15,2013,2014,2013,2014,2014,WHM,3.45625,-5.60625,32.5,2.7,14.8,93.41965343,93.60822734,7.782608696,7.782608696
12/19/2013,1/3/2014,15,2013,2014,2013,2014,2014,WHU,3.45625,-5.60625,32.5,2.7,14.8,98.54688037,98.95859303,5.868421053,5.868421053
1/3/2014,1/17/2014,14,2014,2014,2014,2014,2014,CH,3.953333333,-10.28,24.5,4.6,13.7,67.25779425,70.0264727,17.29166667,17.29166667
1/3/2014,1/17/2014,14,2014,2014,2014,2014,2014,MA,3.953333333,-10.28,24.5,4.6,13.7,100,100,7.461538462,7.461538462
1/3/2014,1/17/2014,14,2014,2014,2014,2014,2014,RN,3.953333333,-10.28,24.5,4.6,13.7,92.18250457,92.18250457,6.388888889,6.388888889
1/3/2014,1/17/2014,14,2014,2014,2014,2014,2014,WHL,3.873333333,-8.8,24.5,4.6,13.7,95.15454199,94.93251133,7.607142857,7.607142857
1/3/2014,1/17/2014,14,2014,2014,2014,2014,2014,WHM,3.873333333,-8.8,24.5,4.6,13.7,93.06764879,93.24365111,7.782608696,7.782608696
1/3/2014,1/17/2014,14,2014,2014,2014,2014,2014,WHU,3.873333333,-8.8,24.5,4.6,13.7,97.77835007,98.16261522,5.868421053,5.868421053
1/17/2014,1/30/2014,13,2014,2014,2014,2014,2014,CH,5.921428571,-9.1,23,2.6,17.3,61.7282918,64.49304303,17.29166667,17.29166667
1/17/2014,1/30/2014,13,2014,2014,2014,2014,2014,MA,5.921428571,-9.1,23,2.6,17.3,100,100,7.461538462,7.461538462
1/17/2014,1/30/2014,13,2014,2014,2014,2014,2014,RN,5.921428571,-9.1,23,2.6,17.3,92.18250457,92.18250457,6.388888889,6.388888889
1/17/2014,1/30/2014,13,2014,2014,2014,2014,2014,WHL,6.25,-8.05,23,2.6,17.3,95.56688464,95.36071332,7.607142857,7.607142857
1/17/2014,1/30/2014,13,2014,2014,2014,2014,2014,WHM,6.25,-8.05,23,2.6,17.3,92.74078735,92.90421807,7.782608696,7.782608696
1/17/2014,1/30/2014,13,2014,2014,2014,2014,2014,WHU,6.25,-8.05,23,2.6,17.3,97.06471479,97.42153243,5.868421053,5.868421053
1/30/2014,2/11/2014,12,2014,2014,2014,2014,2014,CH,2.784615385,-4.346153846,31.16666667,3.566666667,18.8,59.87611499,60.8022034,17.29166667,17.29166667
1/30/2014,2/11/2014,12,2014,2014,2014,2014,2014,MA,2.784615385,-4.346153846,31.16666667,3.566666667,18.8,100,100,7.461538462,7.461538462
1/30/2014,2/11/2014,12,2014,2014,2014,2014,2014,RN,2.784615385,-4.346153846,31.16666667,3.566666667,18.8,92.18250457,92.18250457,6.388888889,6.388888889
1/30/2014,2/11/2014,12,2014,2014,2014,2014,2014,WHL,3.738461538,-3.6,31.16666667,3.566666667,18.8,95.94750863,95.75719664,7.607142857,7.607142857
1/30/2014,2/11/2014,12,2014,2014,2014,2014,2014,WHM,3.738461538,-3.6,31.16666667,3.566666667,18.8,92.43906909,92.58992822,7.782608696,7.782608696
1/30/2014,2/11/2014,12,2014,2014,2014,2014,2014,WHU,3.738461538,-3.6,31.16666667,3.566666667,18.8,96.40597453,96.73534466,5.868421053,5.868421053
2/11/2014,2/13/2014,2,2014,2014,2014,2014,2014,CH,5.7,-6.433333333,30,1.9,14.6,59.56741885,59.72176692,17.29166667,17.29166667
2/11/2014,2/13/2014,2,2014,2014,2014,2014,2014,MA,5.7,-6.433333333,30,1.9,14.6,100,100,7.461538462,7.461538462
2/11/2014,2/13/2014,2,2014,2014,2014,2014,2014,RN,5.7,-6.433333333,30,1.9,14.6,92.18250457,92.18250457,6.388888889,6.388888889
2/11/2014,2/13/2014,2,2014,2014,2014,2014,2014,WHL,5.866666667,-5.366666667,30,1.9,14.6,95.97201192,95.95976027,7.607142857,7.607142857
2/11/2014,2/13/2014,2,2014,2014,2014,2014,2014,WHM,5.866666667,-5.366666667,30,1.9,14.6,92.48110788,92.46008849,7.782608696,7.782608696
2/11/2014,2/13/2014,2,2014,2014,2014,2014,2014,WHU,5.866666667,-5.366666667,30,1.9,14.6,96.64450501,96.52523977,5.868421053,5.868421053
2/13/2014,2/21/2014,8,2014,2014,2014,2014,2014,CH,8.633333333,-8.755555556,19.5,4.4,15.6,68.68091713,64.12416799,17.29166667,17.29166667
2/13/2014,2/21/2014,8,2014,2014,2014,2014,2014,MA,8.633333333,-8.755555556,19.5,4.4,15.6,100,100,7.461538462,7.461538462
2/13/2014,2/21/2014,8,2014,2014,2014,2014,2014,RN,8.633333333,-8.755555556,19.5,4.4,15.6,92.18250457,92.18250457,6.388888889,6.388888889
2/13/2014,2/21/2014,8,2014,2014,2014,2014,2014,WHL,8.733333333,-7.922222222,19.5,4.4,15.6,96.07002507,96.02101849,7.607142857,7.607142857
2/13/2014,2/21/2014,8,2014,2014,2014,2014,2014,WHM,8.733333333,-7.922222222,19.5,4.4,15.6,92.64926306,92.56518547,7.782608696,7.782608696
2/13/2014,2/21/2014,8,2014,2014,2014,2014,2014,WHU,8.733333333,-7.922222222,19.5,4.4,15.6,97.59862693,97.12156597,5.868421053,5.868421053
2/21/2014,3/6/2014,13,2014,2014,2014,2014,2014,CH,6.971428571,-3.207142857,24.66666667,2.466666667,22.9,96.09622427,76.55512638,17.29166667,17.29166667
2/21/2014,3/6/2014,13,2014,2014,2014,2014,2014,MA,6.971428571,-3.207142857,24.66666667,2.466666667,22.9,100,100,7.461538462,7.461538462
2/21/2014,3/6/2014,13,2014,2014,2014,2014,2014,RN,6.971428571,-3.207142857,24.66666667,2.466666667,22.9,95.30950274,92.96425411,6.388888889,6.388888889
2/21/2014,3/6/2014,13,2014,2014,2014,2014,2014,WHL,7.707142857,-2.428571429,24.66666667,2.466666667,22.9,96.22929644,96.14966075,7.607142857,7.607142857
2/21/2014,3/6/2014,13,2014,2014,2014,2014,2014,WHM,7.707142857,-2.428571429,24.66666667,2.466666667,22.9,92.92251522,92.78588914,7.782608696,7.782608696
2/21/2014,3/6/2014,13,2014,2014,2014,2014,2014,WHU,7.707142857,-2.428571429,24.66666667,2.466666667,22.9,99.14907505,98.37385099,5.868421053,5.868421053
3/6/2014,3/7/2014,1,2014,2014,2014,2014,2014,CH,8.15,-2.05,31,7.7,19.3,100,98.04811214,17.29166667,17.29166667
3/6/2014,3/7/2014,1,2014,2014,2014,2014,2014,MA,8.15,-2.05,31,7.7,19.3,100,100,7.461538462,7.461538462
3/6/2014,3/7/2014,1,2014,2014,2014,2014,2014,RN,8.15,-2.05,31,7.7,19.3,95.8306691,95.57008592,6.388888889,6.388888889
3/6/2014,3/7/2014,1,2014,2014,2014,2014,2014,WHL,8.7,-1,31,7.7,19.3,95.94444206,96.08686925,7.607142857,7.607142857
3/6/2014,3/7/2014,1,2014,2014,2014,2014,2014,WHM,8.7,-1,31,7.7,19.3,92.60471145,92.76361334,7.782608696,7.782608696
3/6/2014,3/7/2014,1,2014,2014,2014,2014,2014,WHU,8.7,-1,31,7.7,19.3,99.04960914,99.0993421,5.868421053,5.868421053
3/7/2014,3/13/2014,6,2014,2014,2014,2014,2014,CH,6.6,-3,22.5,6,22.55,100,100,17.29166667,17.29166667
3/7/2014,3/13/2014,6,2014,2014,2014,2014,2014,MA,6.6,-3,22.5,6,22.55,100,100,7.461538462,7.461538462
3/7/2014,3/13/2014,6,2014,2014,2014,2014,2014,RN,6.6,-3,22.5,6,22.55,98.95766728,97.39416819,6.388888889,6.388888889
3/7/2014,3/13/2014,6,2014,2014,2014,2014,2014,WHL,7.628571429,-2.442857143,22.5,6,22.55,94.23531582,95.08987894,7.607142857,7.607142857
3/7/2014,3/13/2014,6,2014,2014,2014,2014,2014,WHM,7.628571429,-2.442857143,22.5,6,22.55,90.69788886,91.65130016,7.782608696,7.782608696
3/7/2014,3/13/2014,6,2014,2014,2014,2014,2014,WHU,7.628571429,-2.442857143,22.5,6,22.55,97.80565068,98.61253364,5.868421053,5.868421053
3/13/2014,3/20/2014,7,2014,2014,2014,2014,2014,CH,6.3625,-8.7,16.83333333,4.666666667,23.06666667,99.69211823,99.86530172,17.29166667,17.29166667
3/13/2014,3/20/2014,7,2014,2014,2014,2014,2014,MA,6.3625,-8.7,16.83333333,4.666666667,23.06666667,99.92319508,99.99039939,7.461538462,7.461538462
3/13/2014,3/20/2014,7,2014,2014,2014,2014,2014,RN,6.3625,-8.7,16.83333333,4.666666667,23.06666667,99.87974988,99.75946882,6.388888889,6.388888889
3/13/2014,3/20/2014,7,2014,2014,2014,2014,2014,WHL,7.2,-8.2875,16.83333333,4.666666667,23.06666667,91.39924619,92.817281,7.607142857,7.607142857
3/13/2014,3/20/2014,7,2014,2014,2014,2014,2014,WHM,7.2,-8.2875,16.83333333,4.666666667,23.06666667,90.84619671,90.77204278,7.782608696,7.782608696
3/13/2014,3/20/2014,7,2014,2014,2014,2014,2014,WHU,7.2,-8.2875,16.83333333,4.666666667,23.06666667,94.84431871,96.3249847,5.868421053,5.868421053
3/20/2014,3/21/2014,1,2014,2014,2014,2014,2014,CH,7.2,-10,19.5,4.8,20.6,99.6408046,99.66646141,17.29166667,17.29166667
3/20/2014,3/21/2014,1,2014,2014,2014,2014,2014,MA,7.2,-10,19.5,4.8,20.6,99.84639017,99.88479263,7.461538462,7.461538462
3/20/2014,3/21/2014,1,2014,2014,2014,2014,2014,RN,7.2,-10,19.5,4.8,20.6,99.85569986,99.86772487,6.388888889,6.388888889
3/20/2014,3/21/2014,1,2014,2014,2014,2014,2014,WHL,7.9,-9.75,19.5,4.8,20.6,90.94063158,91.16993888,7.607142857,7.607142857
3/20/2014,3/21/2014,1,2014,2014,2014,2014,2014,WHM,7.9,-9.75,19.5,4.8,20.6,90.28182092,90.56400881,7.782608696,7.782608696
3/20/2014,3/21/2014,1,2014,2014,2014,2014,2014,WHU,7.9,-9.75,19.5,4.8,20.6,94.41615393,94.63023632,5.868421053,5.868421053
3/21/2014,3/27/2014,6,2014,2014,2014,2014,2014,CH,7.8,-6.728571429,37.66666667,5.866666667,17.4,99.32950192,99.48515326,17.29166667,17.29166667
3/21/2014,3/27/2014,6,2014,2014,2014,2014,2014,MA,7.8,-6.728571429,37.66666667,5.866666667,17.4,99.38556068,99.61597542,7.461538462,7.461538462
3/21/2014,3/27/2014,6,2014,2014,2014,2014,2014,RN,7.8,-6.728571429,37.66666667,5.866666667,17.4,98.95060069,99.45749306,6.388888889,6.388888889
3/21/2014,3/27/2014,6,2014,2014,2014,2014,2014,WHL,8.785714286,-6.328571429,37.66666667,5.866666667,17.4,88.18894393,89.56478775,7.607142857,7.607142857
3/21/2014,3/27/2014,6,2014,2014,2014,2014,2014,WHM,8.785714286,-6.328571429,37.66666667,5.866666667,17.4,86.89556617,88.58869354,7.782608696,7.782608696
3/21/2014,3/27/2014,6,2014,2014,2014,2014,2014,WHU,8.785714286,-6.328571429,37.66666667,5.866666667,17.4,91.84716523,93.13165958,5.868421053,5.868421053
3/27/2014,3/28/2014,1,2014,2014,2014,2014,2014,CH,5.4,-2.6,30,6.4,17.7,99.27761814,99.30356003,17.29166667,17.29166667
3/27/2014,3/28/2014,1,2014,2014,2014,2014,2014,MA,5.4,-2.6,30,6.4,17.7,99.30875576,99.34715822,7.461538462,7.461538462
3/27/2014,3/28/2014,1,2014,2014,2014,2014,2014,RN,5.4,-2.6,30,6.4,17.7,98.77439087,98.86249578,6.388888889,6.388888889
3/27/2014,3/28/2014,1,2014,2014,2014,2014,2014,WHL,6.75,-2.05,30,6.4,17.7,87.55229292,87.87061842,7.607142857,7.607142857
3/27/2014,3/28/2014,1,2014,2014,2014,2014,2014,WHM,6.75,-2.05,30,6.4,17.7,85.94708783,86.421327,7.782608696,7.782608696
3/27/2014,3/28/2014,1,2014,2014,2014,2014,2014,WHU,6.75,-2.05,30,6.4,17.7,91.35352448,91.60034485,5.868421053,5.868421053
3/28/2014,3/29/2014,1,2014,2014,2014,2014,2014,CH,4.85,-3.15,22,6.1,21.8,99.22573436,99.25167625,17.29166667,17.29166667
3/28/2014,3/29/2014,1,2014,2014,2014,2014,2014,MA,4.85,-3.15,22,6.1,21.8,99.23195084,99.2703533,7.461538462,7.461538462
3/28/2014,3/29/2014,1,2014,2014,2014,2014,2014,RN,4.85,-3.15,22,6.1,21.8,98.39370285,98.58404686,6.388888889,6.388888889
3/28/2014,3/29/2014,1,2014,2014,2014,2014,2014,WHL,6.05,-2.55,22,6.1,21.8,86.9156419,87.23396741,7.607142857,7.607142857
3/28/2014,3/29/2014,1,2014,2014,2014,2014,2014,WHM,6.05,-2.55,22,6.1,21.8,84.99860949,85.47284866,7.782608696,7.782608696
3/28/2014,3/29/2014,1,2014,2014,2014,2014,2014,WHU,6.05,-2.55,22,6.1,21.8,90.85988373,91.1067041,5.868421053,5.868421053
3/29/2014,4/1/2014,3,2014,2014,2014,2014,2014,CH,7.025,-7.85,10.5,20.6,20,99.15332512,99.17912448,17.29166667,17.29166667
3/29/2014,4/1/2014,3,2014,2014,2014,2014,2014,MA,7.025,-7.85,10.5,20.6,20,99.10028528,99.16611806,7.461538462,7.461538462
3/29/2014,4/1/2014,3,2014,2014,2014,2014,2014,RN,7.025,-7.85,10.5,20.6,20,97.2516388,97.82267082,6.388888889,6.388888889
3/29/2014,4/1/2014,3,2014,2014,2014,2014,2014,WHL,7.875,-7.225,10.5,20.6,20,85.00568885,85.96066537,7.607142857,7.607142857
3/29/2014,4/1/2014,3,2014,2014,2014,2014,2014,WHM,7.875,-7.225,10.5,20.6,20,82.15317448,83.57589199,7.782608696,7.782608696
3/29/2014,4/1/2014,3,2014,2014,2014,2014,2014,WHU,7.875,-7.225,10.5,20.6,20,89.37896148,90.11942261,5.868421053,5.868421053
4/1/2014,4/3/2014,2,2014,2014,2014,2014,2014,CH,5.533333333,-10.36666667,21.5,4.9,20.6,99.13279967,99.1430624,17.29166667,17.29166667
4/1/2014,4/3/2014,2,2014,2014,2014,2014,2014,MA,5.533333333,-10.36666667,21.5,4.9,20.6,99.01250823,99.05639675,7.461538462,7.461538462
4/1/2014,4/3/2014,2,2014,2014,2014,2014,2014,RN,5.533333333,-10.36666667,21.5,4.9,20.6,96.49026276,96.87095078,6.388888889,6.388888889
4/1/2014,4/3/2014,2,2014,2014,2014,2014,2014,WHL,6.5,-9.866666667,21.5,4.9,20.6,83.73238682,84.36903783,7.607142857,7.607142857
4/1/2014,4/3/2014,2,2014,2014,2014,2014,2014,WHM,6.5,-9.866666667,21.5,4.9,20.6,80.25621781,81.20469615,7.782608696,7.782608696
4/1/2014,4/3/2014,2,2014,2014,2014,2014,2014,WHU,6.5,-9.866666667,21.5,4.9,20.6,88.20513435,88.79204792,5.868421053,5.868421053
4/3/2014,4/4/2014,1,2014,2014,2014,2014,2014,CH,2.5,-7.35,19,7.4,19.8,99.12253695,99.12766831,17.29166667,17.29166667
4/3/2014,4/4/2014,1,2014,2014,2014,2014,2014,MA,2.5,-7.35,19,7.4,19.8,98.96861971,98.99056397,7.461538462,7.461538462
4/3/2014,4/4/2014,1,2014,2014,2014,2014,2014,RN,2.5,-7.35,19,7.4,19.8,96.10957474,96.29991875,6.388888889,6.388888889
4/3/2014,4/4/2014,1,2014,2014,2014,2014,2014,WHL,3.9,-6.85,19,7.4,19.8,82.93137185,83.33187933,7.607142857,7.607142857
4/3/2014,4/4/2014,1,2014,2014,2014,2014,2014,WHM,3.9,-6.85,19,7.4,19.8,78.19339872,79.22480827,7.782608696,7.782608696
4/3/2014,4/4/2014,1,2014,2014,2014,2014,2014,WHU,3.9,-6.85,19,7.4,19.8,87.61822079,87.91167757,5.868421053,5.868421053
4/4/2014,4/5/2014,1,2014,2014,2014,2014,2014,CH,3.7,-10.3,23.5,5.4,20.2,99.11227422,99.11740558,17.29166667,17.29166667
4/4/2014,4/5/2014,1,2014,2014,2014,2014,2014,MA,3.7,-10.3,23.5,5.4,20.2,98.92473118,98.94667544,7.461538462,7.461538462
4/4/2014,4/5/2014,1,2014,2014,2014,2014,2014,RN,3.7,-10.3,23.5,5.4,20.2,95.35025814,95.72991644,6.388888889,6.388888889
4/4/2014,4/5/2014,1,2014,2014,2014,2014,2014,WHL,5,-9.8,23.5,5.4,20.2,82.13035689,82.53086437,7.607142857,7.607142857
4/4/2014,4/5/2014,1,2014,2014,2014,2014,2014,WHM,5,-9.8,23.5,5.4,20.2,76.13057964,77.16198918,7.782608696,7.782608696
4/4/2014,4/5/2014,1,2014,2014,2014,2014,2014,WHU,5,-9.8,23.5,5.4,20.2,87.03130722,87.32476401,5.868421053,5.868421053
4/5/2014,4/6/2014,1,2014,2014,2014,2014,2014,CH,4.8,-10,23.5,9.9,18.4,99.10201149,99.10714286,17.29166667,17.29166667
4/5/2014,4/6/2014,1,2014,2014,2014,2014,2014,MA,4.8,-10,23.5,9.9,18.4,98.87512195,98.89992657,7.461538462,7.461538462
4/5/2014,4/6/2014,1,2014,2014,2014,2014,2014,RN,4.8,-10,23.5,9.9,18.4,94.59094153,94.97059983,6.388888889,6.388888889
4/5/2014,4/6/2014,1,2014,2014,2014,2014,2014,WHL,6.05,-9.85,23.5,9.9,18.4,81.32934192,81.7298494,7.607142857,7.607142857
4/5/2014,4/6/2014,1,2014,2014,2014,2014,2014,WHM,6.05,-9.85,23.5,9.9,18.4,74.06776056,75.0991701,7.782608696,7.782608696
4/5/2014,4/6/2014,1,2014,2014,2014,2014,2014,WHU,6.05,-9.85,23.5,9.9,18.4,86.44439366,86.73785044,5.868421053,5.868421053
4/6/2014,4/10/2014,4,2014,2014,2014,2014,2014,CH,8.88,-11.12,10,5.4,26.66666667,98.53486267,98.81843708,17.29166667,17.29166667
4/6/2014,4/10/2014,4,2014,2014,2014,2014,2014,MA,8.88,-11.12,10,5.4,26.66666667,98.67668504,98.7759035,7.461538462,7.461538462
4/6/2014,4/10/2014,4,2014,2014,2014,2014,2014,RN,8.88,-11.12,10,5.4,26.66666667,91.55367511,93.07230832,6.388888889,6.388888889
4/6/2014,4/10/2014,4,2014,2014,2014,2014,2014,WHL,9.54,-10.66,10,5.4,26.66666667,78.12528206,79.72731199,7.607142857,7.607142857
4/6/2014,4/10/2014,4,2014,2014,2014,2014,2014,WHM,9.54,-10.66,10,5.4,26.66666667,65.81648422,69.94212239,7.782608696,7.782608696
4/6/2014,4/10/2014,4,2014,2014,2014,2014,2014,WHU,9.54,-10.66,10,5.4,26.66666667,84.0967394,85.27056653,5.868421053,5.868421053
4/10/2014,4/12/2014,2,2014,2014,2014,2014,2014,CH,13.83333333,-13.83333333,18,10.75,24.5,98.25128826,98.39307547,17.29166667,17.29166667
4/10/2014,4/12/2014,2,2014,2014,2014,2014,2014,MA,13.83333333,-13.83333333,18,10.75,24.5,98.57746658,98.62707581,7.461538462,7.461538462
4/10/2014,4/12/2014,2,2014,2014,2014,2014,2014,RN,13.83333333,-13.83333333,18,10.75,24.5,90.0350419,90.79435851,6.388888889,6.388888889
4/10/2014,4/12/2014,2,2014,2014,2014,2014,2014,WHL,14.4,-13.36666667,18,10.75,24.5,76.01530749,77.07029477,7.607142857,7.607142857
4/10/2014,4/12/2014,2,2014,2014,2014,2014,2014,WHM,14.4,-13.36666667,18,10.75,24.5,64.22420697,65.02034559,7.782608696,7.782608696
4/10/2014,4/12/2014,2,2014,2014,2014,2014,2014,WHU,14.4,-13.36666667,18,10.75,24.5,83.54290774,83.81982357,5.868421053,5.868421053
4/12/2014,4/17/2014,5,2014,2014,2014,2014,2014,CH,10.4,-10.9,19,5.1,20.7,96.96607531,97.75275102,17.29166667,17.29166667
4/12/2014,4/17/2014,5,2014,2014,2014,2014,2014,MA,10.4,-10.9,19,5.1,20.7,96.44539202,97.5114293,7.461538462,7.461538462
4/12/2014,4/17/2014,5,2014,2014,2014,2014,2014,RN,10.4,-10.9,19,5.1,20.7,85.11702727,87.57603459,6.388888889,6.388888889
4/12/2014,4/17/2014,5,2014,2014,2014,2014,2014,WHL,11.1,-10.55,19,5.1,20.7,70.74037106,73.37783927,7.607142857,7.607142857
4/12/2014,4/17/2014,5,2014,2014,2014,2014,2014,WHM,11.1,-10.55,19,5.1,20.7,60.24351384,62.2338604,7.782608696,7.782608696
4/12/2014,4/17/2014,5,2014,2014,2014,2014,2014,WHU,11.1,-10.55,19,5.1,20.7,82.15832858,82.85061816,5.868421053,5.868421053
4/17/2014,4/24/2014,7,2014,2014,2014,2014,2014,CH,11.025,-3.0125,17,5.2,20.6,93.95659565,95.46133548,17.29166667,17.29166667
4/17/2014,4/24/2014,7,2014,2014,2014,2014,2014,MA,11.025,-3.0125,17,5.2,20.6,92.67742659,94.61035062,7.461538462,7.461538462
4/17/2014,4/24/2014,7,2014,2014,2014,2014,2014,RN,11.025,-3.0125,17,5.2,20.6,77.74687982,81.58349322,6.388888889,6.388888889
4/17/2014,4/24/2014,7,2014,2014,2014,2014,2014,WHL,11.8625,-2.7375,17,5.2,20.6,61.5940885,66.49748695,7.607142857,7.607142857
4/17/2014,4/24/2014,7,2014,2014,2014,2014,2014,WHM,11.8625,-2.7375,17,5.2,20.6,53.54975422,57.10678201,7.782608696,7.782608696
4/17/2014,4/24/2014,7,2014,2014,2014,2014,2014,WHU,11.8625,-2.7375,17,5.2,20.6,79.8549757,81.07507878,5.868421053,5.868421053
4/24/2014,4/29/2014,5,2014,2014,2014,2014,2014,CH,8.8,-6.6,14.5,9.9,20.6,88.79182102,91.37420834,17.29166667,17.29166667
4/24/2014,4/29/2014,5,2014,2014,2014,2014,2014,MA,8.8,-6.6,14.5,9.9,20.6,88.67656652,90.98105521,7.461538462,7.461538462
4/24/2014,4/29/2014,5,2014,2014,2014,2014,2014,RN,8.8,-6.6,14.5,9.9,20.6,71.6165478,74.68171381,6.388888889,6.388888889
4/24/2014,4/29/2014,5,2014,2014,2014,2014,2014,WHL,9.966666667,-6.25,14.5,9.9,20.6,54.0386989,57.82295526,7.607142857,7.607142857
4/24/2014,4/29/2014,5,2014,2014,2014,2014,2014,WHM,9.966666667,-6.25,14.5,9.9,20.6,49.58483603,51.44923167,7.782608696,7.782608696
4/24/2014,4/29/2014,5,2014,2014,2014,2014,2014,WHU,9.966666667,-6.25,14.5,9.9,20.6,78.01421898,78.93459734,5.868421053,5.868421053
4/29/2014,5/2/2014,3,2014,2014,2014,2014,2014,CH,9.1,-10.75,16,6,22.7,85.69295624,87.24238863,17.29166667,17.29166667
